CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
12387.0,414,1,143.94,1,1,1,111,At Risk
12388.0,15,8,3901.11,4,3,4,434,Loyal Customers
12389.0,402,3,1433.33,1,2,3,123,At Risk
12390.0,79,1,549.84,3,1,2,312,Others
12391.0,21,7,2747.82,4,3,4,434,Loyal Customers
12392.0,590,1,234.75000000000003,1,1,1,111,At Risk
12393.0,71,7,2376.75,3,3,4,334,Loyal Customers
12394.0,63,2,1272.48,3,1,3,313,Others
12395.0,15,18,5046.92,4,4,4,444,Champions
12396.0,673,1,931.43,1,1,3,113,At Risk
12397.0,35,2,2409.9,3,1,4,314,Others
12398.0,45,1,1635.6599999999999,3,1,3,313,Others
12399.0,118,7,1962.3,2,3,3,233,Loyal Customers
12400.0,413,1,205.25,1,1,1,111,At Risk
12401.0,302,1,84.3,2,1,1,211,Others
12402.0,322,7,1244.15,2,3,3,233,Loyal Customers
12403.0,49,3,1001.36,3,2,3,323,Others
12404.0,681,1,63.24,1,1,1,111,At Risk
12405.0,148,1,1710.39,2,1,3,213,Others
12406.0,21,7,6072.21,4,3,4,434,Loyal Customers
12407.0,49,5,1708.1200000000001,3,3,3,333,Loyal Customers
12408.0,32,14,4279.64,3,4,4,344,Loyal Customers
12409.0,78,13,23090.47,3,4,4,344,Loyal Customers
12410.0,300,4,1001.46,2,2,3,223,Others
12411.0,409,1,346.9,1,1,2,112,At Risk
12412.0,74,8,2581.03,3,3,4,334,Loyal Customers
12413.0,66,6,935.5,3,3,3,333,Loyal Customers
12414.0,216,8,692.41,2,3,2,232,Others
12415.0,23,33,143269.29,4,4,4,444,Champions
12416.0,656,1,202.56,1,1,1,111,At Risk
12417.0,2,27,6708.21,4,4,4,444,Champions
12418.0,112,5,2016.95,2,3,3,233,Loyal Customers
12419.0,385,2,503.01,1,1,2,112,At Risk
12420.0,63,1,600.39,3,1,2,312,Others
12421.0,15,8,1092.83,4,3,3,433,Loyal Customers
12422.0,95,21,4119.35,3,4,4,344,Loyal Customers
12423.0,0,11,2612.19,4,4,4,444,Champions
12424.0,162,7,3289.78,2,3,4,234,Loyal Customers
12425.0,77,3,1680.81,3,2,3,323,Others
12426.0,194,3,1311.41,2,2,3,223,Others
12427.0,11,5,1011.87,4,3,3,433,Loyal Customers
12428.0,25,12,7877.2,3,4,4,344,Loyal Customers
12429.0,8,9,7435.51,4,4,4,444,Champions
12430.0,42,1,256.4,3,1,1,311,Others
12431.0,35,33,10719.41,3,4,4,344,Loyal Customers
12432.0,42,5,5059.32,3,3,4,334,Loyal Customers
12433.0,0,11,20428.86,4,4,4,444,Champions
12434.0,84,5,1062.48,3,3,3,333,Loyal Customers
12435.0,79,6,13925.93,3,3,4,334,Loyal Customers
12436.0,99,1,509.01,2,1,2,212,Others
12437.0,1,47,12394.85,4,4,4,444,Champions
12438.0,13,2,2906.85,4,1,4,414,Recent Customers
12439.0,682,3,1104.48,1,2,3,123,At Risk
12440.0,456,3,768.15,1,2,2,122,At Risk
12441.0,366,1,347.1,2,1,2,212,Others
12442.0,2,1,172.06,4,1,1,411,Recent Customers
12443.0,731,1,485.31,1,1,2,112,At Risk
12444.0,20,5,5005.46,4,3,4,434,Loyal Customers
12445.0,21,3,426.48,4,2,2,422,Recent Customers
12446.0,57,1,1002.3100000000001,3,1,3,313,Others
12447.0,242,1,476.49,2,1,2,212,Others
12448.0,43,1,449.45,3,1,2,312,Others
12449.0,21,6,4835.89,4,3,4,434,Loyal Customers
12450.0,155,7,666.95,2,3,2,232,Others
12451.0,10,10,12546.53,4,4,4,444,Champions
12452.0,16,3,428.57,4,2,2,422,Recent Customers
12453.0,133,1,707.09,2,1,2,212,Others
12454.0,52,9,4292.71,3,4,4,344,Loyal Customers
12455.0,72,10,5879.95,3,4,4,344,Loyal Customers
12456.0,43,4,3153.89,3,2,4,324,Others
12457.0,57,14,2472.31,3,4,4,344,Loyal Customers
12458.0,70,4,1777.49,3,2,3,323,Others
12459.0,604,1,454.36,1,1,2,112,At Risk
12460.0,455,1,326.65,1,1,2,112,At Risk
12461.0,93,2,826.88,3,1,2,312,Others
12462.0,1,4,1124.01,4,2,3,423,Recent Customers
12463.0,45,7,1303.63,3,3,3,333,Loyal Customers
12464.0,9,8,1212.05,4,3,3,433,Loyal Customers
12465.0,7,3,733.89,4,2,2,422,Recent Customers
12466.0,681,1,56.73,1,1,1,111,At Risk
12467.0,385,2,0.0,1,1,1,111,At Risk
12468.0,142,10,3624.55,2,4,4,244,Loyal Customers
12469.0,522,2,3070.54,1,1,4,114,At Risk
12470.0,689,1,211.95,1,1,1,111,At Risk
12471.0,1,129,37948.61,4,4,4,444,Champions
12472.0,30,37,16956.69,3,4,4,344,Loyal Customers
12473.0,28,9,2848.23,3,4,4,344,Loyal Customers
12474.0,16,54,11966.45,4,4,4,444,Champions
12475.0,53,2,1149.64,3,1,3,313,Others
12476.0,0,38,13715.62,4,4,4,444,Champions
12477.0,22,12,20173.64,4,4,4,444,Champions
12478.0,3,1,680.99,4,1,2,412,Recent Customers
12479.0,3,3,477.3,4,2,2,422,Recent Customers
12480.0,27,8,5435.1,3,3,4,334,Loyal Customers
12481.0,22,18,12217.03,4,4,4,444,Champions
12482.0,449,32,21893.53,1,4,4,144,Loyal Customers
12483.0,16,27,4846.87,4,4,4,444,Champions
12484.0,32,16,6303.85,3,4,4,344,Loyal Customers
12485.0,528,1,708.1,1,1,2,112,At Risk
12486.0,431,1,1037.28,1,1,3,113,At Risk
12487.0,730,2,259.79999999999995,1,1,1,111,At Risk
12488.0,9,3,1298.66,4,2,3,423,Recent Customers
12489.0,335,1,334.93,2,1,2,212,Others
12490.0,4,22,9818.64,4,4,4,444,Champions
12491.0,38,1,460.40000000000003,3,1,2,312,Others
12492.0,62,3,715.21,3,2,2,322,Others
12493.0,165,3,416.79,2,2,2,222,Others
12494.0,9,17,1743.52,4,4,3,443,Loyal Customers
12495.0,634,2,323.4,1,1,1,111,At Risk
12496.0,619,2,54.09,1,1,1,111,At Risk
12497.0,81,4,6211.75,3,2,4,324,Others
12498.0,20,3,403.70000000000005,4,2,2,422,Recent Customers
12499.0,559,1,393.72,1,1,2,112,At Risk
12500.0,22,25,5872.31,4,4,4,444,Champions
12501.0,314,2,2089.68,2,1,3,213,Others
12502.0,95,5,3723.87,3,3,4,334,Loyal Customers
12503.0,337,2,0.0,2,1,1,211,Others
12504.0,17,6,411.0,4,3,2,432,Recent Customers
12505.0,300,3,908.0,2,2,3,223,Others
12506.0,232,1,73.5,2,1,1,211,Others
12507.0,133,5,1797.31,2,3,3,233,Loyal Customers
12508.0,25,2,398.27,3,1,2,312,Others
12509.0,283,1,176.5,2,1,1,211,Others
12510.0,142,16,3689.33,2,4,4,244,Loyal Customers
12511.0,414,2,3065.77,1,1,4,114,At Risk
12512.0,65,2,138.03,3,1,1,311,Others
12513.0,84,2,586.79,3,1,2,312,Others
12514.0,266,2,1597.76,2,1,3,213,Others
12515.0,352,1,383.7,2,1,2,212,Others
12516.0,77,4,2648.62,3,2,4,324,Others
12517.0,27,6,2464.89,3,3,4,334,Loyal Customers
12518.0,0,5,2056.89,4,3,3,433,Loyal Customers
12519.0,63,3,695.19,3,2,2,322,Others
12520.0,78,6,2582.51,3,3,4,334,Loyal Customers
12521.0,142,1,599.68,2,1,2,212,Others
12522.0,38,2,192.72,3,1,1,311,Others
12523.0,1,30,4220.85,4,4,4,444,Champions
12524.0,8,18,11091.36,4,4,4,444,Champions
12525.0,490,8,835.1800000000001,1,3,2,132,At Risk
12526.0,0,3,1316.66,4,2,3,423,Recent Customers
12527.0,81,5,735.51,3,3,2,332,Others
12528.0,8,8,1922.28,4,3,3,433,Loyal Customers
12529.0,522,2,311.78000000000003,1,1,1,111,At Risk
12530.0,59,12,3689.86,3,4,4,344,Loyal Customers
12531.0,14,3,1899.05,4,2,3,423,Recent Customers
12532.0,29,1,349.83000000000004,3,1,2,312,Others
12533.0,618,6,1149.99,1,3,3,133,Loyal Customers
12534.0,130,1,1089.18,2,1,3,213,Others
12535.0,91,2,716.35,3,1,2,312,Others
12536.0,7,5,4106.82,4,3,4,434,Loyal Customers
12537.0,408,1,732.94,1,1,2,112,At Risk
12538.0,28,2,640.45,3,1,2,312,Others
12539.0,21,8,9498.9,4,3,4,434,Loyal Customers
12540.0,19,36,22107.29,4,4,4,444,Champions
12541.0,29,3,981.18,3,2,3,323,Others
12542.0,483,4,423.38,1,2,2,122,At Risk
12543.0,447,1,980.25,1,1,3,113,At Risk
12544.0,29,2,355.7,3,1,2,312,Others
12545.0,74,2,1000.39,3,1,3,313,Others
12546.0,46,3,1141.5,3,2,3,323,Others
12547.0,197,3,383.58,2,2,2,222,Others
12548.0,165,1,95.19999999999999,2,1,1,211,Others
12549.0,575,6,1575.68,1,3,3,133,Loyal Customers
12550.0,78,1,964.83,3,1,3,313,Others
12551.0,357,1,168.0,2,1,1,211,Others
12552.0,38,2,437.82,3,1,2,312,Others
12553.0,7,17,4548.82,4,4,4,444,Champions
12554.0,448,1,468.5,1,1,2,112,At Risk
12555.0,681,1,129.23,1,1,1,111,At Risk
12556.0,49,2,603.71,3,1,2,312,Others
12557.0,15,8,18716.14,4,3,4,434,Loyal Customers
12558.0,1,2,1.0658141036401503e-14,4,1,1,411,Recent Customers
12559.0,310,3,536.21,2,2,2,222,Others
12560.0,4,4,2101.39,4,2,3,423,Recent Customers
12561.0,302,1,238.85,2,1,1,211,Others
12562.0,7,9,4966.92,4,4,4,444,Champions
12563.0,408,1,249.24,1,1,1,111,At Risk
12564.0,260,1,456.9,2,1,2,212,Others
12565.0,281,2,131.17,2,1,1,211,Others
12566.0,72,2,346.7,3,1,2,312,Others
12567.0,22,17,13393.82,4,4,4,444,Champions
12568.0,644,1,70.0,1,1,1,111,At Risk
12569.0,1,35,4064.9900000000002,4,4,4,444,Champions
12570.0,681,1,77.52,1,1,1,111,At Risk
12571.0,39,2,519.61,3,1,2,312,Others
12572.0,8,3,1004.72,4,2,3,423,Recent Customers
12573.0,226,5,717.41,2,3,2,232,Others
12574.0,315,1,218.45,2,1,1,211,Others
12575.0,456,2,622.8199999999999,1,1,2,112,At Risk
12576.0,35,11,2083.87,3,4,3,343,Loyal Customers
12577.0,34,9,1591.35,3,4,3,343,Loyal Customers
12578.0,20,7,4572.45,4,3,4,434,Loyal Customers
12579.0,72,3,410.72,3,2,2,322,Others
12580.0,246,2,1052.9,2,1,3,213,Others
12581.0,39,1,197.71,3,1,1,311,Others
12582.0,238,4,1980.4,2,2,3,223,Others
12583.0,2,31,14344.9,4,4,4,444,Champions
12584.0,3,18,1893.95,4,4,3,443,Loyal Customers
12585.0,233,4,1982.81,2,2,3,223,Others
12586.0,16,5,2028.67,4,3,3,433,Loyal Customers
12587.0,7,1,144.0,4,1,1,411,Recent Customers
12588.0,38,5,938.98,3,3,3,333,Loyal Customers
12589.0,28,11,3094.17,3,4,4,344,Loyal Customers
12590.0,189,5,9853.48,2,3,4,234,Loyal Customers
12591.0,316,3,1352.15,2,2,3,223,Others
12592.0,91,8,1152.62,3,3,3,333,Loyal Customers
12593.0,108,3,418.09999999999997,2,2,2,222,Others
12594.0,37,17,5044.51,3,4,4,344,Loyal Customers
12595.0,504,1,299.02,1,1,1,111,At Risk
12596.0,50,2,618.27,3,1,2,312,Others
12597.0,18,5,3683.13,4,3,4,434,Loyal Customers
12598.0,9,15,4414.67,4,4,4,444,Champions
12599.0,28,13,2296.72,3,4,4,344,Loyal Customers
12600.0,28,26,4955.79,3,4,4,344,Loyal Customers
12601.0,189,7,673.76,2,3,2,232,Others
12602.0,58,1,153.12,3,1,1,311,Others
12603.0,21,1,739.1999999999999,4,1,2,412,Recent Customers
12604.0,78,2,254.18,3,1,1,311,Others
12605.0,364,5,1217.95,2,3,3,233,Loyal Customers
12606.0,681,1,21.0,1,1,1,111,At Risk
12607.0,57,2,3.552713678800501e-15,3,1,1,311,Others
12608.0,404,1,415.79,1,1,2,112,At Risk
12609.0,77,10,3417.86,3,4,4,344,Loyal Customers
12610.0,22,7,2057.99,4,3,3,433,Loyal Customers
12611.0,51,1,1193.32,3,1,3,313,Others
12612.0,57,2,643.59,3,1,2,312,Others
12613.0,30,13,6591.52,3,4,4,344,Loyal Customers
12614.0,277,1,315.6,2,1,1,211,Others
12615.0,1,11,5564.88,4,4,4,444,Champions
12616.0,84,7,1045.35,3,3,3,333,Loyal Customers
12617.0,28,1,355.53,3,1,2,312,Others
12618.0,21,1,177.31,4,1,1,411,Recent Customers
12619.0,15,14,3354.95,4,4,4,444,Champions
12620.0,14,3,1339.41,4,2,3,423,Recent Customers
12621.0,1,44,24579.31,4,4,4,444,Champions
12622.0,231,1,180.1,2,1,1,211,Others
12623.0,275,9,3639.84,2,4,4,244,Loyal Customers
12624.0,105,2,641.13,2,1,2,212,Others
12625.0,211,5,5095.38,2,3,4,234,Loyal Customers
12626.0,22,13,6388.35,4,4,4,444,Champions
12627.0,10,7,4478.53,4,3,4,434,Loyal Customers
12628.0,3,4,769.61,4,2,2,422,Recent Customers
12629.0,385,2,1558.22,1,1,3,113,At Risk
12630.0,9,2,1270.88,4,1,3,413,Recent Customers
12631.0,56,7,3452.27,3,3,4,334,Loyal Customers
12632.0,520,4,738.88,1,2,2,122,At Risk
12633.0,58,10,5595.21,3,4,4,344,Loyal Customers
12634.0,535,2,490.0,1,1,2,112,At Risk
12635.0,89,4,2930.41,3,2,4,324,Others
12636.0,738,1,141.0,1,1,1,111,At Risk
12637.0,66,14,8271.66,3,4,4,344,Loyal Customers
12638.0,32,2,921.49,3,1,3,313,Others
12639.0,238,3,1312.37,2,2,3,223,Others
12640.0,23,3,1174.58,4,2,3,423,Recent Customers
12641.0,114,1,185.9,2,1,1,211,Others
12642.0,24,3,1013.26,4,2,3,423,Recent Customers
12643.0,127,14,7880.9,2,4,4,244,Loyal Customers
12644.0,129,6,1815.54,2,3,3,233,Loyal Customers
12645.0,33,10,3499.1,3,4,4,344,Loyal Customers
12646.0,4,2,1346.97,4,1,3,413,Recent Customers
12647.0,21,45,17682.79,4,4,4,444,Champions
12648.0,154,5,1097.0,2,3,3,233,Loyal Customers
12649.0,106,10,2238.7,2,4,4,244,Loyal Customers
12650.0,2,1,314.44,4,1,1,411,Recent Customers
12651.0,334,5,365.3,2,3,2,232,Others
12652.0,321,3,1011.58,2,2,3,223,Others
12653.0,148,3,4160.83,2,2,4,224,Others
12654.0,10,5,601.98,4,3,2,432,Recent Customers
12655.0,423,1,261.35,1,1,1,111,At Risk
12656.0,16,12,6320.78,4,4,4,444,Champions
12657.0,10,5,1152.06,4,3,3,433,Loyal Customers
12658.0,18,1,686.05,4,1,2,412,Recent Customers
12659.0,29,1,91.68,3,1,1,311,Others
12660.0,10,1,245.1,4,1,1,411,Recent Customers
12661.0,435,1,162.0,1,1,1,111,At Risk
12662.0,0,22,6949.17,4,4,4,444,Champions
12663.0,624,3,204.0,1,2,1,121,At Risk
12664.0,7,12,6052.04,4,4,4,444,Champions
12665.0,324,5,301.45,2,3,1,231,Others
12666.0,358,2,1020.98,2,1,3,213,Others
12667.0,57,1,620.13,3,1,2,312,Others
12668.0,6,12,11380.710000000001,4,4,4,444,Champions
12669.0,150,4,1607.73,2,2,3,223,Others
12670.0,9,8,3750.39,4,3,4,434,Loyal Customers
12671.0,605,1,2622.481,1,1,4,114,At Risk
12672.0,329,3,410.5,2,2,2,222,Others
12673.0,4,3,1230.02,4,2,3,423,Recent Customers
12674.0,11,7,1919.31,4,3,3,433,Loyal Customers
12675.0,553,4,934.8,1,2,3,123,At Risk
12676.0,24,12,2773.09,4,4,4,444,Champions
12677.0,554,3,389.3,1,2,2,122,At Risk
12678.0,41,23,33851.13,3,4,4,344,Loyal Customers
12679.0,51,9,1058.67,3,4,3,343,Loyal Customers
12680.0,0,4,880.81,4,2,3,423,Recent Customers
12681.0,14,56,30551.76,4,4,4,444,Champions
12682.0,3,53,23945.81,4,4,4,444,Champions
12683.0,3,27,12418.6,4,4,4,444,Champions
12684.0,7,7,2283.63,4,3,4,434,Loyal Customers
12685.0,27,6,2863.08,3,3,4,334,Loyal Customers
12686.0,371,1,178.28,2,1,1,211,Others
12687.0,480,2,2138.91,1,1,3,113,At Risk
12688.0,113,1,4873.8099999999995,2,1,4,214,Others
12689.0,25,2,1247.61,3,1,3,313,Others
12690.0,205,1,389.01,2,1,2,212,Others
12691.0,27,7,1170.4,3,3,3,333,Loyal Customers
12692.0,636,1,110.95,1,1,1,111,At Risk
12693.0,120,11,1640.42,2,4,3,243,Loyal Customers
12694.0,69,4,1839.45,3,2,3,323,Others
12695.0,6,7,1407.1200000000001,4,3,3,433,Loyal Customers
12696.0,434,3,801.15,1,2,2,122,At Risk
12697.0,20,5,939.02,4,3,3,433,Loyal Customers
12698.0,589,1,339.75,1,1,2,112,At Risk
12699.0,417,1,638.11,1,1,2,112,At Risk
12700.0,7,6,4867.99,4,3,4,434,Loyal Customers
12701.0,79,6,2446.41,3,3,4,334,Loyal Customers
12702.0,19,1,219.0,4,1,1,411,Recent Customers
12703.0,63,7,892.18,3,3,3,333,Loyal Customers
12704.0,6,10,2220.84,4,4,4,444,Champions
12705.0,14,22,11554.0,4,4,4,444,Champions
12706.0,681,1,-91.89,1,1,1,111,At Risk
12707.0,291,1,603.42,2,1,2,212,Others
12708.0,29,30,5118.16,3,4,4,344,Loyal Customers
12709.0,2,55,30312.61,4,4,4,444,Champions
12710.0,96,4,1130.57,2,2,3,223,Others
12711.0,611,2,1339.05,1,1,3,113,At Risk
12712.0,22,28,6979.66,4,4,4,444,Champions
12713.0,0,1,848.55,4,1,3,413,Recent Customers
12714.0,8,12,14093.71,4,4,4,444,Champions
12715.0,105,1,353.86,2,1,2,212,Others
12716.0,3,2,1053.49,4,1,3,413,Recent Customers
12717.0,150,4,1258.91,2,2,3,223,Others
12718.0,70,1,238.25,3,1,1,311,Others
12719.0,4,3,608.1,4,2,2,422,Recent Customers
12720.0,2,41,8047.88,4,4,4,444,Champions
12721.0,31,10,3906.68,3,4,4,344,Loyal Customers
12722.0,84,6,904.33,3,3,3,333,Loyal Customers
12723.0,3,5,725.07,4,3,2,432,Recent Customers
12724.0,4,7,2317.52,4,3,4,434,Loyal Customers
12725.0,370,4,2694.56,2,2,4,224,Others
12726.0,27,11,4014.6,3,4,4,344,Loyal Customers
12727.0,10,12,5646.53,4,4,4,444,Champions
12728.0,70,5,1070.17,3,3,3,333,Loyal Customers
12729.0,113,1,453.01,2,1,2,212,Others
12730.0,521,1,829.25,1,1,2,112,At Risk
12731.0,23,19,25673.21,4,4,4,444,Champions
12732.0,179,1,236.26000000000002,2,1,1,211,Others
12733.0,233,6,2326.82,2,3,4,234,Loyal Customers
12734.0,352,3,639.65,2,2,2,222,Others
12735.0,314,2,779.5699999999999,2,1,2,212,Others
12736.0,332,1,234.0,2,1,1,211,Others
12737.0,498,2,3710.5,1,1,4,114,At Risk
12738.0,371,1,310.7,2,1,1,211,Others
12739.0,77,4,2726.73,3,2,4,324,Others
12740.0,63,1,427.6,3,1,2,312,Others
12741.0,528,2,406.07,1,1,2,112,At Risk
12742.0,599,2,1185.02,1,1,3,113,At Risk
12743.0,133,2,546.43,2,1,2,212,Others
12744.0,51,14,13158.16,3,4,4,344,Loyal Customers
12745.0,486,3,925.41,1,2,3,123,At Risk
12746.0,527,3,230.85000000000002,1,2,1,121,At Risk
12747.0,1,32,9164.59,4,4,4,444,Champions
12748.0,0,365,49970.13,4,4,4,444,Champions
12749.0,3,16,6328.49,4,4,4,444,Champions
12750.0,128,1,275.88,2,1,1,211,Others
12751.0,444,1,268.27,1,1,1,111,At Risk
12752.0,80,1,4366.78,3,1,4,314,Others
12753.0,3,11,21024.01,4,4,4,444,Champions
12754.0,235,5,2949.12,2,3,4,234,Loyal Customers
12755.0,249,22,6406.349999999999,2,4,4,244,Loyal Customers
12756.0,86,1,112.07999999999998,3,1,1,311,Others
12757.0,15,19,4227.7,4,4,4,444,Champions
12758.0,116,8,9779.0,2,3,4,234,Loyal Customers
12759.0,51,8,5020.74,3,3,4,334,Loyal Customers
12760.0,455,1,347.8,1,1,2,112,At Risk
12761.0,457,2,782.95,1,1,2,112,At Risk
12762.0,7,2,1898.52,4,1,3,413,Recent Customers
12763.0,137,2,814.16,2,1,2,212,Others
12764.0,316,1,1693.88,2,1,3,213,Others
12765.0,471,6,1404.58,1,3,3,133,Loyal Customers
12766.0,3,11,10026.43,4,4,4,444,Champions
12767.0,375,1,949.82,2,1,3,213,Others
12768.0,431,2,3.552713678800501e-15,1,1,1,111,At Risk
12769.0,238,1,1143.6,2,1,3,213,Others
12770.0,210,7,2975.95,2,3,4,234,Loyal Customers
12771.0,464,2,262.5,1,1,1,111,At Risk
12772.0,59,1,892.47,3,1,3,313,Others
12773.0,563,2,1.7763568394002505e-15,1,1,1,111,At Risk
12774.0,535,1,98.7,1,1,1,111,At Risk
12775.0,16,8,1651.32,4,3,3,433,Loyal Customers
12776.0,667,1,55.5,1,1,1,111,At Risk
12777.0,457,1,519.45,1,1,2,112,At Risk
12778.0,19,10,1757.68,4,4,3,443,Loyal Customers
12779.0,20,21,6406.76,4,4,4,444,Champions
12780.0,598,1,337.4,1,1,2,112,At Risk
12781.0,20,5,707.72,4,3,2,432,Recent Customers
12782.0,4,14,4526.04,4,4,4,444,Champions
12783.0,1,8,1603.87,4,3,3,433,Loyal Customers
12784.0,8,3,1804.75,4,2,3,423,Recent Customers
12785.0,2,5,1079.31,4,3,3,433,Loyal Customers
12786.0,609,1,728.5,1,1,2,112,At Risk
12787.0,9,5,859.18,4,3,3,433,Loyal Customers
12788.0,462,4,444.9,1,2,2,122,At Risk
12789.0,64,3,273.35,3,2,1,321,Others
12790.0,191,3,563.45,2,2,2,222,Others
12791.0,373,8,777.75,2,3,2,232,Others
12792.0,256,3,813.88,2,2,2,222,Others
12793.0,334,3,1017.33,2,2,3,223,Others
12794.0,52,2,860.41,3,1,3,313,Others
12795.0,18,1,430.48,4,1,2,412,Recent Customers
12796.0,627,1,381.0,1,1,2,112,At Risk
12797.0,359,6,725.46,2,3,2,232,Others
12798.0,9,4,8510.93,4,2,4,424,Recent Customers
12799.0,528,1,219.35,1,1,1,111,At Risk
12800.0,469,3,584.25,1,2,2,122,At Risk
12801.0,477,2,1031.87,1,1,3,113,At Risk
12802.0,183,9,2350.42,2,4,4,244,Loyal Customers
12803.0,392,1,1092.81,1,1,3,113,At Risk
12804.0,465,2,327.02,1,1,2,112,At Risk
12805.0,381,4,1434.95,1,2,3,123,At Risk
12806.0,434,4,2878.96,1,2,4,124,At Risk
12807.0,382,3,269.95,1,2,1,121,At Risk
12808.0,36,5,906.1,3,3,3,333,Loyal Customers
12809.0,167,8,1705.34,2,3,3,233,Loyal Customers
12810.0,534,2,534.99,1,1,2,112,At Risk
12811.0,260,5,1033.9,2,3,3,233,Loyal Customers
12812.0,44,1,229.64000000000001,3,1,1,311,Others
12813.0,501,3,1687.8,1,2,3,123,At Risk
12814.0,101,1,125.92,2,1,1,211,Others
12815.0,147,2,1063.46,2,1,3,213,Others
12816.0,95,2,572.2,3,1,2,312,Others
12817.0,280,3,690.98,2,2,2,222,Others
12818.0,177,2,1517.88,2,1,3,213,Others
12819.0,457,1,540.52,1,1,2,112,At Risk
12820.0,2,13,2647.94,4,4,4,444,Champions
12821.0,213,2,220.8,2,1,1,211,Others
12822.0,70,3,918.98,3,2,3,323,Others
12823.0,74,18,6501.5,3,4,4,344,Loyal Customers
12824.0,59,1,397.12,3,1,2,312,Others
12825.0,520,2,518.63,1,1,2,112,At Risk
12826.0,2,15,2928.69,4,4,4,444,Champions
12827.0,5,3,430.15000000000003,4,2,2,422,Recent Customers
12828.0,2,6,1018.71,4,3,3,433,Loyal Customers
12829.0,321,4,345.35,2,2,2,222,Others
12830.0,37,7,6748.4,3,3,4,334,Loyal Customers
12831.0,261,3,451.11,2,2,2,222,Others
12832.0,31,2,383.03,3,1,2,312,Others
12833.0,144,1,417.38,2,1,2,212,Others
12834.0,282,1,312.38,2,1,1,211,Others
12835.0,417,49,6018.67,1,4,4,144,Loyal Customers
12836.0,58,17,6546.47,3,4,4,344,Loyal Customers
12837.0,172,2,688.41,2,1,2,212,Others
12838.0,33,12,3376.03,3,4,4,344,Loyal Customers
12839.0,2,31,9927.83,4,4,4,444,Champions
12840.0,143,11,4013.87,2,4,4,244,Loyal Customers
12841.0,4,42,7390.4800000000005,4,4,4,444,Champions
12842.0,69,4,1917.99,3,2,3,323,Others
12843.0,65,34,6345.61,3,4,4,344,Loyal Customers
12844.0,28,4,648.6,3,2,2,322,Others
12845.0,266,4,354.09,2,2,2,222,Others
12846.0,681,1,15.58,1,1,1,111,At Risk
12847.0,21,2,1636.8999999999999,4,1,3,413,Recent Customers
12848.0,675,1,208.0,1,1,1,111,At Risk
12849.0,30,6,3090.56,3,3,4,334,Loyal Customers
12850.0,445,1,330.0,1,1,2,112,At Risk
12851.0,96,2,284.13,2,1,1,211,Others
12852.0,289,2,299.75,2,1,1,211,Others
12853.0,107,16,3728.5,2,4,4,244,Loyal Customers
12854.0,78,11,2922.37,3,4,4,344,Loyal Customers
12855.0,372,4,650.9399999999999,2,2,2,222,Others
12856.0,7,8,2162.68,4,3,3,433,Loyal Customers
12857.0,210,7,3684.25,2,3,4,234,Loyal Customers
12858.0,382,2,151.73,1,1,1,111,At Risk
12859.0,458,1,575.1,1,1,2,112,At Risk
