CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
12495.0,634,19,323.4,1,1,1,111,At Risk
12496.0,619,13,54.09,1,1,1,111,At Risk
12497.0,81,58,6211.75,3,3,4,334,Loyal Customers
12498.0,20,23,403.70000000000005,4,2,2,422,Recent Customers
12499.0,559,27,393.72,1,2,2,122,At Risk
12500.0,22,156,5872.31,4,4,4,444,Champions
12501.0,314,160,2089.68,2,4,3,243,Loyal Customers
12502.0,95,147,3723.87,3,4,4,344,Loyal Customers
12503.0,337,3,0.0,2,1,1,211,Others
12504.0,17,26,411.0,4,2,2,422,Recent Customers
12505.0,300,47,908.0,2,2,3,223,Others
12506.0,232,23,73.5,2,2,1,221,Others
12507.0,133,51,1797.31,2,2,3,223,Others
12508.0,25,69,398.27,3,3,2,332,Others
12509.0,283,7,176.5,2,1,1,211,Others
12510.0,142,154,3689.33,2,4,4,244,Loyal Customers
12511.0,414,194,3065.77,1,4,4,144,Loyal Customers
12512.0,65,34,138.03,3,2,1,321,Others
12513.0,84,36,586.79,3,2,2,322,Others
12514.0,266,84,1597.76,2,3,3,233,Loyal Customers
12515.0,352,16,383.7,2,1,2,212,Others
12516.0,77,74,2648.62,3,3,4,334,Loyal Customers
12517.0,27,286,2464.89,3,4,4,344,Loyal Customers
12518.0,0,124,2056.89,4,3,3,433,Loyal Customers
12519.0,63,42,695.19,3,2,2,322,Others
12520.0,78,155,2582.51,3,4,4,344,Loyal Customers
12521.0,142,38,599.68,2,2,2,222,Others
12522.0,38,12,192.72,3,1,1,311,Others
12523.0,1,265,4220.85,4,4,4,444,Champions
12524.0,8,242,11091.36,4,4,4,444,Champions
12525.0,490,77,835.1800000000001,1,3,2,132,At Risk
12526.0,0,71,1316.66,4,3,3,433,Loyal Customers
12527.0,81,32,735.51,3,2,2,322,Others
12528.0,8,95,1922.28,4,3,3,433,Loyal Customers
12529.0,522,23,311.78000000000003,1,2,1,121,At Risk
12530.0,59,162,3689.86,3,4,4,344,Loyal Customers
12531.0,14,133,1899.05,4,3,3,433,Loyal Customers
12532.0,29,16,349.83000000000004,3,1,2,312,Others
12533.0,618,90,1149.99,1,3,3,133,Loyal Customers
12534.0,130,63,1089.18,2,3,3,233,Loyal Customers
12535.0,91,34,716.35,3,2,2,322,Others
12536.0,7,273,4106.82,4,4,4,444,Champions
12537.0,408,43,732.94,1,2,2,122,At Risk
12538.0,28,34,640.45,3,2,2,322,Others
12539.0,21,505,9498.9,4,4,4,444,Champions
12540.0,19,775,22107.29,4,4,4,444,Champions
12541.0,29,52,981.18,3,2,3,323,Others
12542.0,483,45,423.38,1,2,2,122,At Risk
12543.0,447,43,980.25,1,2,3,123,At Risk
12544.0,29,20,355.7,3,1,2,312,Others
12545.0,74,50,1000.39,3,2,3,323,Others
12546.0,46,70,1141.5,3,3,3,333,Loyal Customers
12547.0,197,21,383.58,2,1,2,212,Others
12548.0,165,5,95.19999999999999,2,1,1,211,Others
12549.0,575,49,1575.68,1,2,3,123,At Risk
12550.0,78,57,964.83,3,3,3,333,Loyal Customers
12551.0,357,10,168.0,2,1,1,211,Others
12552.0,38,20,437.82,3,1,2,312,Others
12553.0,7,244,4548.82,4,4,4,444,Champions
12554.0,448,26,468.5,1,2,2,122,At Risk
12555.0,681,1,129.23,1,1,1,111,At Risk
12556.0,49,121,603.71,3,3,2,332,Others
12557.0,15,58,18716.14,4,3,4,434,Loyal Customers
12558.0,1,22,1.0658141036401503e-14,4,2,1,421,Recent Customers
12559.0,310,22,536.21,2,2,2,222,Others
12560.0,4,111,2101.39,4,3,3,433,Loyal Customers
12561.0,302,16,238.85,2,1,1,211,Others
12562.0,7,207,4966.92,4,4,4,444,Champions
12563.0,408,13,249.24,1,1,1,111,At Risk
12564.0,260,21,456.9,2,1,2,212,Others
12565.0,281,10,131.17,2,1,1,211,Others
12566.0,72,20,346.7,3,1,2,312,Others
12567.0,22,658,13393.82,4,4,4,444,Champions
12568.0,644,5,70.0,1,1,1,111,At Risk
12569.0,1,191,4064.9900000000002,4,4,4,444,Champions
12570.0,681,1,77.52,1,1,1,111,At Risk
12571.0,39,34,519.61,3,2,2,322,Others
12572.0,8,62,1004.72,4,3,3,433,Loyal Customers
12573.0,226,119,717.41,2,3,2,232,Others
12574.0,315,11,218.45,2,1,1,211,Others
12575.0,456,38,622.8199999999999,1,2,2,122,At Risk
12576.0,35,147,2083.87,3,4,3,343,Loyal Customers
12577.0,34,303,1591.35,3,4,3,343,Loyal Customers
12578.0,20,181,4572.45,4,4,4,444,Champions
12579.0,72,31,410.72,3,2,2,322,Others
12580.0,246,58,1052.9,2,3,3,233,Loyal Customers
12581.0,39,15,197.71,3,1,1,311,Others
12582.0,238,103,1980.4,2,3,3,233,Loyal Customers
12583.0,2,471,14344.9,4,4,4,444,Champions
12584.0,3,126,1893.95,4,3,3,433,Loyal Customers
12585.0,233,97,1982.81,2,3,3,233,Loyal Customers
12586.0,16,96,2028.67,4,3,3,433,Loyal Customers
12587.0,7,4,144.0,4,1,1,411,Recent Customers
12588.0,38,48,938.98,3,2,3,323,Others
12589.0,28,212,3094.17,3,4,4,344,Loyal Customers
12590.0,189,72,9853.48,2,3,4,234,Loyal Customers
12591.0,316,69,1352.15,2,3,3,233,Loyal Customers
12592.0,91,84,1152.62,3,3,3,333,Loyal Customers
12593.0,108,21,418.09999999999997,2,1,2,212,Others
12594.0,37,202,5044.51,3,4,4,344,Loyal Customers
12595.0,504,19,299.02,1,1,1,111,At Risk
12596.0,50,27,618.27,3,2,2,322,Others
12597.0,18,214,3683.13,4,4,4,444,Champions
12598.0,9,211,4414.67,4,4,4,444,Champions
12599.0,28,133,2296.72,3,3,4,334,Loyal Customers
12600.0,28,140,4955.79,3,3,4,334,Loyal Customers
12601.0,189,35,673.76,2,2,2,222,Others
12602.0,58,12,153.12,3,1,1,311,Others
12603.0,21,3,739.1999999999999,4,1,2,412,Recent Customers
12604.0,78,16,254.18,3,1,1,311,Others
12605.0,364,82,1217.95,2,3,3,233,Loyal Customers
12606.0,681,1,21.0,1,1,1,111,At Risk
12607.0,57,202,3.552713678800501e-15,3,4,1,341,Others
12608.0,404,16,415.79,1,1,2,112,At Risk
12609.0,77,176,3417.86,3,4,4,344,Loyal Customers
12610.0,22,111,2057.99,4,3,3,433,Loyal Customers
12611.0,51,65,1193.32,3,3,3,333,Loyal Customers
12612.0,57,21,643.59,3,1,2,312,Others
12613.0,30,347,6591.52,3,4,4,344,Loyal Customers
12614.0,277,20,315.6,2,1,1,211,Others
12615.0,1,278,5564.88,4,4,4,444,Champions
12616.0,84,59,1045.35,3,3,3,333,Loyal Customers
12617.0,28,42,355.53,3,2,2,322,Others
12618.0,21,11,177.31,4,1,1,411,Recent Customers
12619.0,15,105,3354.95,4,3,4,434,Loyal Customers
12620.0,14,92,1339.41,4,3,3,433,Loyal Customers
12621.0,1,786,24579.31,4,4,4,444,Champions
12622.0,231,11,180.1,2,1,1,211,Others
12623.0,275,176,3639.84,2,4,4,244,Loyal Customers
12624.0,105,38,641.13,2,2,2,222,Others
12625.0,211,188,5095.38,2,4,4,244,Loyal Customers
12626.0,22,307,6388.35,4,4,4,444,Champions
12627.0,10,230,4478.53,4,4,4,444,Champions
12628.0,3,43,769.61,4,2,2,422,Recent Customers
12629.0,385,45,1558.22,1,2,3,123,At Risk
12630.0,9,64,1270.88,4,3,3,433,Loyal Customers
12631.0,56,186,3452.27,3,4,4,344,Loyal Customers
12632.0,520,38,738.88,1,2,2,122,At Risk
12633.0,58,313,5595.21,3,4,4,344,Loyal Customers
12634.0,535,20,490.0,1,1,2,112,At Risk
12635.0,89,179,2930.41,3,4,4,344,Loyal Customers
12636.0,738,1,141.0,1,1,1,111,At Risk
12637.0,66,639,8271.66,3,4,4,344,Loyal Customers
12638.0,32,48,921.49,3,2,3,323,Others
12639.0,238,64,1312.37,2,3,3,233,Loyal Customers
12640.0,23,53,1174.58,4,2,3,423,Recent Customers
12641.0,114,10,185.9,2,1,1,211,Others
12642.0,24,47,1013.26,4,2,3,423,Recent Customers
12643.0,127,56,7880.9,2,3,4,234,Loyal Customers
12644.0,129,123,1815.54,2,3,3,233,Loyal Customers
12645.0,33,163,3499.1,3,4,4,344,Loyal Customers
12646.0,4,45,1346.97,4,2,3,423,Recent Customers
12647.0,21,574,17682.79,4,4,4,444,Champions
12648.0,154,66,1097.0,2,3,3,233,Loyal Customers
12649.0,106,124,2238.7,2,3,4,234,Loyal Customers
12650.0,2,20,314.44,4,1,1,411,Recent Customers
12651.0,334,32,365.3,2,2,2,222,Others
12652.0,321,54,1011.58,2,3,3,233,Loyal Customers
12653.0,148,86,4160.83,2,3,4,234,Loyal Customers
12654.0,10,38,601.98,4,2,2,422,Recent Customers
12655.0,423,16,261.35,1,1,1,111,At Risk
12656.0,16,253,6320.78,4,4,4,444,Champions
12657.0,10,56,1152.06,4,3,3,433,Loyal Customers
12658.0,18,36,686.05,4,2,2,422,Recent Customers
12659.0,29,5,91.68,3,1,1,311,Others
12660.0,10,13,245.1,4,1,1,411,Recent Customers
12661.0,435,11,162.0,1,1,1,111,At Risk
12662.0,0,411,6949.17,4,4,4,444,Champions
12663.0,624,11,204.0,1,1,1,111,At Risk
12664.0,7,46,6052.04,4,2,4,424,Recent Customers
12665.0,324,21,301.45,2,1,1,211,Others
12666.0,358,33,1020.98,2,2,3,223,Others
12667.0,57,33,620.13,3,2,2,322,Others
12668.0,6,546,11380.710000000001,4,4,4,444,Champions
12669.0,150,102,1607.73,2,3,3,233,Loyal Customers
12670.0,9,117,3750.39,4,3,4,434,Loyal Customers
12671.0,605,45,2622.481,1,2,4,124,At Risk
12672.0,329,25,410.5,2,2,2,222,Others
12673.0,4,74,1230.02,4,3,3,433,Loyal Customers
12674.0,11,91,1919.31,4,3,3,433,Loyal Customers
12675.0,553,115,934.8,1,3,3,133,Loyal Customers
12676.0,24,108,2773.09,4,3,4,434,Loyal Customers
12677.0,554,23,389.3,1,2,2,122,At Risk
12678.0,41,381,33851.13,3,4,4,344,Loyal Customers
12679.0,51,56,1058.67,3,3,3,333,Loyal Customers
12680.0,0,53,880.81,4,2,3,423,Recent Customers
12681.0,14,1494,30551.76,4,4,4,444,Champions
12682.0,3,1042,23945.81,4,4,4,444,Champions
12683.0,3,561,12418.6,4,4,4,444,Champions
12684.0,7,105,2283.63,4,3,4,434,Loyal Customers
12685.0,27,157,2863.08,3,4,4,344,Loyal Customers
12686.0,371,14,178.28,2,1,1,211,Others
12687.0,480,126,2138.91,1,3,3,133,Loyal Customers
12688.0,113,171,4873.8099999999995,2,4,4,244,Loyal Customers
12689.0,25,72,1247.61,3,3,3,333,Loyal Customers
12690.0,205,16,389.01,2,1,2,212,Others
12691.0,27,39,1170.4,3,2,3,323,Others
12692.0,636,13,110.95,1,1,1,111,At Risk
12693.0,120,83,1640.42,2,3,3,233,Loyal Customers
12694.0,69,84,1839.45,3,3,3,333,Loyal Customers
12695.0,6,59,1407.1200000000001,4,3,3,433,Loyal Customers
12696.0,434,50,801.15,1,2,2,122,At Risk
12697.0,20,43,939.02,4,2,3,423,Recent Customers
12698.0,589,16,339.75,1,1,2,112,At Risk
12699.0,417,41,638.11,1,2,2,122,At Risk
12700.0,7,270,4867.99,4,4,4,444,Champions
12701.0,79,147,2446.41,3,4,4,344,Loyal Customers
12702.0,19,12,219.0,4,1,1,411,Recent Customers
12703.0,63,84,892.18,3,3,3,333,Loyal Customers
12704.0,6,90,2220.84,4,3,4,434,Loyal Customers
12705.0,14,626,11554.0,4,4,4,444,Champions
12706.0,681,1,-91.89,1,1,1,111,At Risk
12707.0,291,33,603.42,2,2,2,222,Others
12708.0,29,336,5118.16,3,4,4,344,Loyal Customers
12709.0,2,588,30312.61,4,4,4,444,Champions
12710.0,96,79,1130.57,2,3,3,233,Loyal Customers
12711.0,611,60,1339.05,1,3,3,133,Loyal Customers
12712.0,22,294,6979.66,4,4,4,444,Champions
12713.0,0,38,848.55,4,2,3,423,Recent Customers
12714.0,8,696,14093.71,4,4,4,444,Champions
12715.0,105,21,353.86,2,1,2,212,Others
12716.0,3,69,1053.49,4,3,3,433,Loyal Customers
12717.0,150,72,1258.91,2,3,3,233,Loyal Customers
12718.0,70,19,238.25,3,1,1,311,Others
12719.0,4,42,608.1,4,2,2,422,Recent Customers
12720.0,2,533,8047.88,4,4,4,444,Champions
12721.0,31,254,3906.68,3,4,4,344,Loyal Customers
12722.0,84,57,904.33,3,3,3,333,Loyal Customers
12723.0,3,69,725.07,4,3,2,432,Recent Customers
12724.0,4,129,2317.52,4,3,4,434,Loyal Customers
12725.0,370,130,2694.56,2,3,4,234,Loyal Customers
12726.0,27,179,4014.6,3,4,4,344,Loyal Customers
12727.0,10,205,5646.53,4,4,4,444,Champions
12728.0,70,61,1070.17,3,3,3,333,Loyal Customers
12729.0,113,26,453.01,2,2,2,222,Others
12730.0,521,47,829.25,1,2,2,122,At Risk
12731.0,23,396,25673.21,4,4,4,444,Champions
12732.0,179,12,236.26000000000002,2,1,1,211,Others
12733.0,233,162,2326.82,2,4,4,244,Loyal Customers
12734.0,352,19,639.65,2,1,2,212,Others
12735.0,314,43,779.5699999999999,2,2,2,222,Others
12736.0,332,4,234.0,2,1,1,211,Others
12737.0,498,2,3710.5,1,1,4,114,At Risk
12738.0,371,22,310.7,2,2,1,221,Others
12739.0,77,89,2726.73,3,3,4,334,Loyal Customers
12740.0,63,27,427.6,3,2,2,322,Others
12741.0,528,16,406.07,1,1,2,112,At Risk
12742.0,599,68,1185.02,1,3,3,133,Loyal Customers
12743.0,133,134,546.43,2,3,2,232,Others
12744.0,51,346,13158.16,3,4,4,344,Loyal Customers
12745.0,486,23,925.41,1,2,3,123,At Risk
12746.0,527,20,230.85000000000002,1,1,1,111,At Risk
12747.0,1,265,9164.59,4,4,4,444,Champions
12748.0,0,7307,49970.13,4,4,4,444,Champions
12749.0,3,398,6328.49,4,4,4,444,Champions
12750.0,128,15,275.88,2,1,1,211,Others
12751.0,444,62,268.27,1,3,1,131,At Risk
12752.0,80,53,4366.78,3,2,4,324,Others
12753.0,3,230,21024.01,4,4,4,444,Champions
12754.0,235,65,2949.12,2,3,4,234,Loyal Customers
12755.0,249,117,6406.349999999999,2,3,4,234,Loyal Customers
12756.0,86,4,112.07999999999998,3,1,1,311,Others
12757.0,15,377,4227.7,4,4,4,444,Champions
12758.0,116,317,9779.0,2,4,4,244,Loyal Customers
12759.0,51,302,5020.74,3,4,4,344,Loyal Customers
12760.0,455,21,347.8,1,1,2,112,At Risk
12761.0,457,27,782.95,1,2,2,122,At Risk
12762.0,7,69,1898.52,4,3,3,433,Loyal Customers
12763.0,137,34,814.16,2,2,2,222,Others
12764.0,316,45,1693.88,2,2,3,223,Others
12765.0,471,68,1404.58,1,3,3,133,Loyal Customers
12766.0,3,459,10026.43,4,4,4,444,Champions
12767.0,375,43,949.82,2,2,3,223,Others
12768.0,431,20,3.552713678800501e-15,1,1,1,111,At Risk
12769.0,238,32,1143.6,2,2,3,223,Others
12770.0,210,37,2975.95,2,2,4,224,Others
12771.0,464,16,262.5,1,1,1,111,At Risk
12772.0,59,55,892.47,3,3,3,333,Loyal Customers
12773.0,563,12,1.7763568394002505e-15,1,1,1,111,At Risk
12774.0,535,6,98.7,1,1,1,111,At Risk
12775.0,16,82,1651.32,4,3,3,433,Loyal Customers
12776.0,667,4,55.5,1,1,1,111,At Risk
12777.0,457,26,519.45,1,2,2,122,At Risk
12778.0,19,115,1757.68,4,3,3,433,Loyal Customers
12779.0,20,295,6406.76,4,4,4,444,Champions
12780.0,598,20,337.4,1,1,2,112,At Risk
12781.0,20,30,707.72,4,2,2,422,Recent Customers
12782.0,4,241,4526.04,4,4,4,444,Champions
12783.0,1,86,1603.87,4,3,3,433,Loyal Customers
12784.0,8,131,1804.75,4,3,3,433,Loyal Customers
12785.0,2,58,1079.31,4,3,3,433,Loyal Customers
12786.0,609,18,728.5,1,1,2,112,At Risk
12787.0,9,45,859.18,4,2,3,423,Recent Customers
12788.0,462,26,444.9,1,2,2,122,At Risk
12789.0,64,8,273.35,3,1,1,311,Others
12790.0,191,40,563.45,2,2,2,222,Others
12791.0,373,32,777.75,2,2,2,222,Others
12792.0,256,48,813.88,2,2,2,222,Others
12793.0,334,51,1017.33,2,2,3,223,Others
12794.0,52,45,860.41,3,2,3,323,Others
12795.0,18,14,430.48,4,1,2,412,Recent Customers
12796.0,627,7,381.0,1,1,2,112,At Risk
12797.0,359,49,725.46,2,2,2,222,Others
12798.0,9,33,8510.93,4,2,4,424,Recent Customers
12799.0,528,15,219.35,1,1,1,111,At Risk
12800.0,469,34,584.25,1,2,2,122,At Risk
12801.0,477,51,1031.87,1,2,3,123,At Risk
12802.0,183,140,2350.42,2,3,4,234,Loyal Customers
12803.0,392,55,1092.81,1,3,3,133,Loyal Customers
12804.0,465,67,327.02,1,3,2,132,At Risk
12805.0,381,58,1434.95,1,3,3,133,Loyal Customers
12806.0,434,67,2878.96,1,3,4,134,Loyal Customers
12807.0,382,18,269.95,1,1,1,111,At Risk
12808.0,36,54,906.1,3,3,3,333,Loyal Customers
12809.0,167,89,1705.34,2,3,3,233,Loyal Customers
12810.0,534,32,534.99,1,2,2,122,At Risk
12811.0,260,56,1033.9,2,3,3,233,Loyal Customers
12812.0,44,15,229.64000000000001,3,1,1,311,Others
12813.0,501,45,1687.8,1,2,3,123,At Risk
12814.0,101,2,125.92,2,1,1,211,Others
12815.0,147,47,1063.46,2,2,3,223,Others
12816.0,95,29,572.2,3,2,2,322,Others
12817.0,280,25,690.98,2,2,2,222,Others
12818.0,177,16,1517.88,2,1,3,213,Others
12819.0,457,19,540.52,1,1,2,112,At Risk
12820.0,2,163,2647.94,4,4,4,444,Champions
12821.0,213,13,220.8,2,1,1,211,Others
12822.0,70,47,918.98,3,2,3,323,Others
12823.0,74,18,6501.5,3,1,4,314,Others
12824.0,59,25,397.12,3,2,2,322,Others
12825.0,520,24,518.63,1,2,2,122,At Risk
12826.0,2,171,2928.69,4,4,4,444,Champions
12827.0,5,25,430.15000000000003,4,2,2,422,Recent Customers
12828.0,2,56,1018.71,4,3,3,433,Loyal Customers
12829.0,321,20,345.35,2,1,2,212,Others
12830.0,37,39,6748.4,3,2,4,324,Others
12831.0,261,22,451.11,2,2,2,222,Others
12832.0,31,27,383.03,3,2,2,322,Others
12833.0,144,24,417.38,2,2,2,222,Others
12834.0,282,18,312.38,2,1,1,211,Others
12835.0,417,630,6018.67,1,4,4,144,Loyal Customers
12836.0,58,418,6546.47,3,4,4,344,Loyal Customers
12837.0,172,92,688.41,2,3,2,232,Others
12838.0,33,427,3376.03,3,4,4,344,Loyal Customers
12839.0,2,586,9927.83,4,4,4,444,Champions
12840.0,143,181,4013.87,2,4,4,244,Loyal Customers
12841.0,4,722,7390.4800000000005,4,4,4,444,Champions
12842.0,69,48,1917.99,3,2,3,323,Others
12843.0,65,230,6345.61,3,4,4,344,Loyal Customers
12844.0,28,103,648.6,3,3,2,332,Others
12845.0,266,27,354.09,2,2,2,222,Others
12846.0,681,1,15.58,1,1,1,111,At Risk
12847.0,21,126,1636.8999999999999,4,3,3,433,Loyal Customers
12848.0,675,16,208.0,1,1,1,111,At Risk
12849.0,30,148,3090.56,3,4,4,344,Loyal Customers
12850.0,445,2,330.0,1,1,2,112,At Risk
12851.0,96,80,284.13,2,3,1,231,Others
12852.0,289,20,299.75,2,1,1,211,Others
12853.0,107,157,3728.5,2,4,4,244,Loyal Customers
